market,asin,title,category,price_usd,monthly_sold,rating,reviews,offers,bb_amazon,net_rev_after_promo,referral_usd,fba_fee_usd,ppc_usd,returns_usd,storage_misc_usd,contribution_usd,freight_usd,duty_pct,max_factory_cogs_25,max_factory_cogs_20,landed_at_25,net_profit_unit_25,roi_25_pct,monthly_net_potential_usd,listed_since,verdict,confidence,rationale,alibaba_url,fba_fee_source,volatility,weight_g,brand,found_by,url
US,B0GWFRGX48,"Pocket Hose Ballistic 25 FT Expandable Garden Hose w/Pocket Pivot Swivel Connector, Anti-Burst Sleeve Reinforced with Bulletproof Fiber, Lightweight, No-Kink, Compact, UV-Protected, AS SEEN ON TV","Patio, Lawn & Garden > Gardening & Lawn Care",39.99,10000,4.2,15791,1,False,35.99,5.4,6.76,5.4,1.08,0.85,16.5,1.44,35.0,4.49,5.82,7.51,9.0,119.9,89978.0,2026-04-07,BUY,high,+ продажи ≈10000/мес; + вход при закупке ≤$4.49 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=ballistic%20expandable%20garden%20hose%20pocket,keepa,0.0,1311,Pocket Hose,US_garden,https://www.amazon.com/dp/B0GWFRGX48
US,B0GQHGFFHC,"Handheld Steam Cleaner, 230°F Pressurized Steamer with No Water Spitting & Continuous Steam, 350ML Chemical-Free Deep Cleaning for Grease & Grime, 12 Accessories for Grout, Bathroom, Kitchen & Car",Home & Kitchen > Vacuums & Floor Care,69.99,6000,4.4,573,3,False,62.99,9.45,7.67,9.45,1.89,0.85,33.68,2.0,35.0,11.8,14.14,17.94,15.75,87.8,85038.0,2026-02-27,BUY,high,+ продажи ≈6000/мес; + вход при закупке ≤$11.80 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (3 офферов); − волатильность цены 1.026,https://www.alibaba.com/trade/search?SearchText=handheld%20steam%20cleaner%20pressurized%20steamer,keepa,1.026,1819,Likzest,US_home_kitchen,https://www.amazon.com/dp/B0GQHGFFHC
US,B0H2ZJFN9G,POCALAND Bidet Attachment,Tools & Home Improvement > Kitchen & Bath Fixtures,39.99,10000,4.6,62,6,False,35.99,2.88,6.31,5.4,1.08,0.85,19.47,0.65,35.0,7.27,8.61,10.48,9.0,85.9,85029.0,2026-05-26,BUY,high,+ продажи ≈10000/мес; + вход при закупке ≤$7.27 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (6 офферов); − волатильность цены 1.375,https://www.alibaba.com/trade/search?SearchText=bidet%20attachment,keepa,1.375,595,POCALAND,US_tools_diy,https://www.amazon.com/dp/B0H2ZJFN9G
US,B0GH7X9FGS,"LEVOIT Tower Fan for Bedroom, 20dB Quiet Desk Fan with 23ft/s, Portable & Easy to Carry, 3-Angle & 5-Speed Mini Oscillating Fan, DC Motor, Bladeless, Remoter, 12H Timer, for Home, Room, Office, White","Home & Kitchen > Heating, Cooling & Air Quality",39.98,9000,4.4,1081,1,False,35.98,5.4,7.82,5.4,1.08,0.85,15.44,1.72,35.0,3.5,4.83,6.44,9.0,139.6,80960.0,2026-04-03,WATCH,high,"+ продажи ≈9000/мес; + вход при закупке ≤$3.50 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=tower%20fan%20bedroom%20quiet%20desk,keepa,0.245,1565,Levoit,US_home_kitchen,https://www.amazon.com/dp/B0GH7X9FGS
US,B0GJS94H49,"250 Anniversary Usa Flag, Commemorative House Flags, Two-sided Design 3x5 Ft, Patriotic Flags 5","Patio, Lawn & Garden > Outdoor Décor",39.99,8000,4.6,352,2,False,35.99,5.4,4.76,5.4,1.08,0.85,18.5,0.39,35.0,6.75,8.08,9.51,9.0,94.7,75581.0,2026-02-28,BUY,high,+ продажи ≈8000/мес; + вход при закупке ≤$6.75 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов),https://www.alibaba.com/trade/search?SearchText=anniversary%20usa%20flag%20commemorative%20house,keepa,0.366,358,RustField Co.,US_garden,https://www.amazon.com/dp/B0GJS94H49
US,B0H3T9MSFL,"Uwant Upholstery Cleaner Machine with 18Kpa Suction Portable Carpet Cleaner Machine for Cars, Pets with Pet Pro Solution and Self Cleaning Tools Set of 1 for Spot, Rug, Couch",Home & Kitchen > Vacuums & Floor Care,69.97,5000,4.6,156,1,False,62.97,9.45,10.88,9.45,1.89,0.85,30.46,5.03,35.0,7.18,9.51,14.72,15.74,107.0,74387.0,2026-06-03,BUY,high,+ продажи ≈5000/мес; + вход при закупке ≤$7.18 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − тяжёлый товар 4.6 кг,https://www.alibaba.com/trade/search?SearchText=upholstery%20cleaner%20machine%20kpa%20suction,keepa,0.37,4570,uwant,US_home_kitchen,https://www.amazon.com/dp/B0H3T9MSFL
US,B0GTMLLHKJ,"BOZYBO Rain Shower Head with Handheld: High Pressure Shower Heads with Handheld Spray Combo, 12"" Rainfall Shower Head and 9 Sprays Hand Showerheads with Magnetic Docking and Power Jets, Nickel 1.75GPM",Tools & Home Improvement > Kitchen & Bath Fixtures,59.99,5000,4.4,2820,1,False,53.99,8.1,7.9,8.1,1.62,0.85,27.42,2.07,35.0,8.79,10.79,13.93,13.5,96.9,67489.0,2026-05-26,BUY,high,+ продажи ≈5000/мес; + вход при закупке ≤$8.79 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=rain%20shower%20head%20handheld%20high,keepa,0.396,1878,BOZYBO,US_tools_diy,https://www.amazon.com/dp/B0GTMLLHKJ
US,B0GRTKQBCN,"Dealusy 10 Sets (20-Piece) 36 oz & 12 oz Glass Food Storage Containers with lids, Airtight Leak-proof Glass Meal Prep Containers with Lids, Microwave Oven Freezer Dishwasher Safe, Gray",Home & Kitchen > Kitchen & Dining,29.86,10000,4.4,129,1,False,26.87,4.03,10.11,4.03,0.81,0.85,7.05,5.75,35.0,-4.02,-3.02,,6.72,,60466.0,2026-05-15,SKIP,high,+ продажи ≈10000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$0.00 при марже 20%); − тяжёлый товар 5.2 кг,https://www.alibaba.com/trade/search?SearchText=sets%20piece%20glass%20food%20storage,keepa,0.235,5230,Dealusy,"US_home_kitchen,US_storage",https://www.amazon.com/dp/B0GRTKQBCN
US,B0GPZQYZTJ,"HydroJug Traveler 40oz, Insulated Tumbler with Handle & Straw, Olive",Home & Kitchen > Kitchen & Dining,39.99,7000,4.6,17513,4,False,35.99,5.4,6.18,5.4,1.08,0.85,17.08,0.88,35.0,5.34,6.67,8.09,9.0,111.3,59520.0,2026-02-24,WATCH,high,"+ продажи ≈7000/мес; + вход при закупке ≤$5.34 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (4 офферов); − волатильность цены 0.644; − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=traveler%20insulated%20tumbler%20handle%20straw,keepa,0.644,798,HydroJug,US_home_kitchen,https://www.amazon.com/dp/B0GPZQYZTJ
US,B0GQ31LD4R,"OLIXIS 3 Inch Twin XL Size Gel Infused Memory Foam Mattress Topper, Soft Breathable Cooling Bed Pad, a Comfortable Bed Mattress Overlay for Bedroom, RV, Camper and Sleeper Sofa, CertiPUR-US Certified",Home & Kitchen > Bedding,45.81,7000,4.4,625,1,False,41.23,6.18,12.64,6.18,1.24,0.85,14.13,3.46,35.0,0.27,1.8,3.83,10.31,269.4,58442.0,2026-02-25,WATCH,high,+ продажи ≈7000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − тяжёлый товар 3.1 кг,https://www.alibaba.com/trade/search?SearchText=twin%20size%20gel%20infused%20memory,keepa,0.533,3143,OLIXIS,US_home_kitchen,https://www.amazon.com/dp/B0GQ31LD4R
US,B0GL357H51,8x10 Area Rugs for Living Room: Vintage Boho Neutral Washable Rug Indoor Soft Large Area Rug Carpet for Bedroom Nursery Farmhouse Dining Room Office Floor Non-Slip Low Pile Under Table Rug Beige,Home & Kitchen > Home Décor Products,65.24,4000,4.5,198,1,False,58.72,8.81,10.88,8.81,1.76,0.85,27.61,6.52,35.0,4.75,6.92,12.93,14.68,113.5,55487.0,2026-03-12,BUY,high,+ продажи ≈4000/мес; + вход при закупке ≤$4.75 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − тяжёлый товар 5.9 кг,https://www.alibaba.com/trade/search?SearchText=area%20rugs%20living%20room%20vintage,keepa,0.169,5928,Luxturiy,US_home_kitchen,https://www.amazon.com/dp/B0GL357H51
US,B0GSHZN1C3,"Mavax ChillGo Portable Neck Fan - 8000mAh Personal Wearable Fan, 9000 RPM Direct-flow 4X Powerful 360° Airflow Cooling Fan, Max 16H, 4 Speeds, LED Display, Great Gifts for Men Women - 5th Gen Black","Home & Kitchen > Heating, Cooling & Air Quality",34.84,7000,4.4,160,6,False,31.36,2.51,5.33,4.7,0.94,0.85,17.02,0.5,35.0,6.43,7.59,9.18,7.84,85.4,54873.0,2026-03-14,BUY,high,+ продажи ≈7000/мес; + вход при закупке ≤$6.43 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (6 офферов),https://www.alibaba.com/trade/search?SearchText=chillgo%20portable%20neck%20fan%20mah,keepa,0.345,458,Mavax,US_home_kitchen,https://www.amazon.com/dp/B0GSHZN1C3
US,B0G6KMRNJ5,"20V Electric Weed Wacker Cordless Edger Lawn Tool 2 X 2.0Ah Battery Powered Weed Eater with Charger, 12 Inch Lightweight String Trimmer, Auto Line Feed Grass Cutter Lawn Mower for Small Yard Garden","Patio, Lawn & Garden > Outdoor Power Tools",49.99,6000,4.3,487,1,False,44.99,6.75,8.9,6.75,1.35,0.85,20.39,3.64,35.0,4.08,5.74,9.15,11.25,123.0,54664.0,2026-05-05,BUY,high,+ продажи ≈6000/мес; + вход при закупке ≤$4.08 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − волатильность цены 1.2; − тяжёлый товар 3.3 кг,https://www.alibaba.com/trade/search?SearchText=electric%20weed%20wacker%20cordless%20edger,keepa,1.2,3310,KOMASTY,US_garden,https://www.amazon.com/dp/B0G6KMRNJ5
US,B0GLWT7PR4,"HP 63/65 Tri-Color Ink Cartridge (Replaces and Works with Both 63 & 65) | Works with AMP; DeskJet 1100, 2100, 2600, 3600; Envy 4500, 5000; OfficeJet 3800, 4600, 5200 Series | B7RT2AN.",Office Products > Office Electronics,26.89,10000,4.7,89887,22,False,24.2,3.63,3.86,3.63,0.73,0.85,11.5,0.25,35.0,3.86,4.75,5.45,6.05,110.9,53998.0,2026-04-13,WATCH,high,"+ продажи ≈10000/мес; + вход при закупке ≤$3.86 даёт маржу 25%; + Buy Box не у Amazon; − много офферов (22); − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=tri%20color%20ink%20cartridge%20replaces,keepa,0.214,41,HP,US_office,https://www.amazon.com/dp/B0GLWT7PR4
US,B0GZZ3VM69,HAMITOR Shower Caddy Tension Pole: 4-Tier Corner Rustproof Bathroom Organizer with Soap Holder & Hooks - No-Drill Adjustable Shower Shelf for Renters - Family Stand Storage Rack - 47-123 Inch Black,Home & Kitchen > Bath,35.99,7000,4.5,115,2,False,32.39,4.86,8.23,4.86,0.97,0.85,12.62,3.23,35.0,0.96,2.16,4.52,8.1,179.0,53567.0,2026-05-08,WATCH,high,+ продажи ≈7000/мес; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов),https://www.alibaba.com/trade/search?SearchText=shower%20caddy%20tension%20pole%20tier,keepa,0.347,2939,HAMITOR,"US_home_kitchen,US_storage,US_organizer",https://www.amazon.com/dp/B0GZZ3VM69
US,B0GRJ78J4D,"GENIANI Back Pain & Relaxation Gifts for Women – Electric Heating Pad for Back, Neck & Shoulders, Soft Microplush Electric Throw Heating Pad for Period Comfort, Fast Heating, Auto Shut Off, 12""x24""",Home & Kitchen > Bedding,23.72,10000,4.3,69351,1,False,21.35,3.2,5.22,3.2,0.64,0.85,8.23,0.56,35.0,1.73,2.52,2.9,5.34,184.3,53370.0,2026-03-24,WATCH,high,+ продажи ≈10000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=back%20pain%20relaxation%20gifts%20women,keepa,0.321,508,GENIANI,US_home_kitchen,https://www.amazon.com/dp/B0GRJ78J4D
US,B0GZSVVBJZ,"Murago Outdoor 3-Piece Wicker Bistro Set, Rattan Patio Conversation Set with Coffee Table, for Backyard Garden Poolside, Black Frame & Black Cushion","Patio, Lawn & Garden > Patio Furniture & Accessories",64.99,4000,4.4,866,1,False,58.49,8.77,14.0,8.77,1.75,0.85,24.34,77.34,35.0,-50.09,-47.92,,14.62,,52642.0,2026-05-07,SKIP,high,+ продажи ≈4000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − экономика не сходится (закупка ≤$0.00 при марже 20%); − тяжёлый товар 70.3 кг,https://www.alibaba.com/trade/search?SearchText=outdoor%20piece%20wicker%20bistro%20rattan,estimate,0.195,70307,Murago,US_garden,https://www.amazon.com/dp/B0GZSVVBJZ
US,B0GKMVTD6V,"iFunSky Mini Portable Handheld Turbo Fan – Small but Mighty, Whisper-Quiet, Long-Lasting, 5-Speed High-Velocity Rechargeable battery Fan, Personal Fan for Outdoor, Travel, Gifts for Women & Men(Black)","Home & Kitchen > Heating, Cooling & Air Quality",24.16,10000,4.6,445,1,False,21.74,3.26,4.2,3.26,0.65,0.85,9.52,0.25,35.0,2.84,3.64,4.08,5.44,133.2,51370.0,2026-03-15,WATCH,high,+ продажи ≈10000/мес; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=mini%20portable%20handheld%20turbo%20fan,keepa,0.414,150,iFunSky,US_home_kitchen,https://www.amazon.com/dp/B0GKMVTD6V
US,B0GT8HK7LS,"Portable Air Conditioner, 2026 Upgraded 4-IN-1 Portable Ice Fan with 3 Cooling Speeds & 1500ml Water Tank, 2 Cool Mist Ultra-Quiet Desktop AC Fan with Remote & 2-8H Timer for Bedroom, Office, Home","Home & Kitchen > Heating, Cooling & Air Quality",54.98,4000,4.2,274,1,False,49.48,7.42,7.92,7.42,1.48,0.85,24.38,1.11,35.0,8.07,9.91,12.01,12.37,103.0,49482.0,2026-03-20,BUY,high,+ продажи ≈4000/мес; + вход при закупке ≤$8.07 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=portable%20air%20conditioner%20upgraded%20ice,keepa,0.24,1012,PUUXUMIC,US_home_kitchen,https://www.amazon.com/dp/B0GT8HK7LS
US,B0H2MCCNWR,"Vestomeli Upgrade Bidet Attachment for Toilet Seat, Adjustable Angle Dual Nozzle, Self-Cleaning, Non-Electric Bidet Attachment for Rear & Feminine Wash, Controllable Fresh Cold Water Pressure",Tools & Home Improvement > Kitchen & Bath Fixtures,59.99,4000,4.3,114,3,False,53.99,4.32,6.29,8.1,1.62,0.85,32.81,0.77,35.0,13.74,15.74,19.32,13.5,69.9,48592.0,2026-05-22,BUY,high,+ продажи ≈4000/мес; + вход при закупке ≤$13.74 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (3 офферов); − волатильность цены 1.406,https://www.alibaba.com/trade/search?SearchText=upgrade%20bidet%20attachment%20toilet%20seat,keepa,1.406,699,Vestomeli,US_tools_diy,https://www.amazon.com/dp/B0H2MCCNWR
US,B0GHNMJQ2C,"Bug Zapper Outdoor & Indoor,Cordless Portable Mosquito Zapper with Rechargeable 4800mAh Battery & Auto On/Off,Mosquito Repellent Outdoor Patio,Electric Fly Trap for Camping,Kitchen,Backyard,Patio","Patio, Lawn & Garden > Pest Control",35.97,6000,4.4,461,1,False,32.37,4.86,7.57,4.86,0.97,0.85,13.27,0.69,35.0,3.32,4.52,5.18,8.09,156.3,48559.0,2026-03-11,BUY,high,+ продажи ≈6000/мес; + вход при закупке ≤$3.32 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=bug%20zapper%20outdoor%20indoor%20cordless,keepa,0.323,626,otlotrte,US_garden,https://www.amazon.com/dp/B0GHNMJQ2C
US,B0GRFH95WT,"Nuzzle Queen Size Adjustable Firm Pillow – Hotel Luxury Neck Support, Height Adjust Soft Cooling Pillow for Back, Stomach or Side Sleepers-Home Gift",Home & Kitchen > Bedding,47.59,5000,4.3,8071,1,False,42.83,6.42,8.37,6.42,1.28,0.85,19.48,2.76,35.0,4.45,6.04,8.77,10.71,122.1,48185.0,2026-02-28,BUY,high,+ продажи ≈5000/мес; + вход при закупке ≤$4.45 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов),https://www.alibaba.com/trade/search?SearchText=queen%20size%20adjustable%20firm%20pillow,keepa,0.22,2508,Nuzzle,US_home_kitchen,https://www.amazon.com/dp/B0GRFH95WT
US,B0G1CR88J9,"Kidde Carbon Monoxide Detector, AA Battery Powered, Portable for Travel or Home, 85 dB Alarm, LED Status Light Indicators, 5th Edition, COB",Tools & Home Improvement > Safety & Security,24.88,8000,4.7,1534,1,False,22.39,3.36,4.09,3.36,0.67,0.85,10.06,0.25,35.0,3.12,3.95,4.46,5.6,125.4,47023.0,2026-03-01,WATCH,high,"+ продажи ≈8000/мес; + вход при закупке ≤$3.12 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (1 офферов); − известный бренд — листинг = референс ниши, продаём PL-аналог",https://www.alibaba.com/trade/search?SearchText=carbon%20monoxide%20detector%20battery%20powered,keepa,0.172,230,Kidde,US_tools_diy,https://www.amazon.com/dp/B0G1CR88J9
US,B0GYQ9FFWR,"FoxFarm Ocean Forest Potting Soil with 2 Plant Tags, 1.5 cu ft – Light, Aerated Texture – for All Container Plants","Patio, Lawn & Garden > Gardening & Lawn Care",35.86,6000,4.7,10169,2,False,32.27,4.84,23.55,4.84,0.97,0.85,-2.78,17.74,35.0,-21.18,-19.98,,8.07,,45748.0,2026-04-28,SKIP,high,+ продажи ≈6000/мес; + Buy Box не у Amazon; + конкуренция умеренная (2 офферов); − экономика не сходится (закупка ≤$0.00 при марже 20%); − тяжёлый товар 16.1 кг,https://www.alibaba.com/trade/search?SearchText=ocean%20forest%20potting%20soil%20plant,keepa,0.164,16130,FoxFarm,US_garden,https://www.amazon.com/dp/B0GYQ9FFWR
US,B0GGL3B25P,"Ultrasonic Pest Repellent Plug-in, Electronic Mouse Traps & Insect Repellent, Pest Control for Rodent, Roach, Ant, Squirrel, Spider, Bugs, Mouse, Rat, Bat for Home, Office, Warehouse Black 1 Pack","Patio, Lawn & Garden > Pest Control",37.96,5000,4.5,122,3,False,34.16,3.76,4.35,5.12,1.02,0.85,19.06,0.32,35.0,7.55,8.82,10.52,8.54,81.2,44840.0,2026-06-15,BUY,high,+ продажи ≈5000/мес; + вход при закупке ≤$7.55 даёт маржу 25%; + Buy Box не у Amazon; + конкуренция умеренная (3 офферов),https://www.alibaba.com/trade/search?SearchText=ultrasonic%20pest%20repellent%20plug%20electronic,keepa,0.327,290,BORHOOD,US_garden,https://www.amazon.com/dp/B0GGL3B25P
